Majority_protein_IDs	Fasta_headers	Score	id	Phospho_(STY)_site_IDs	Description	Gene_name	Uniprot_ID
tr|A0A0G2JI89|A0A0G2JI89_HUMAN;tr|A8K0A4|A8K0A4_HUMAN;tr|A0A1U9X777|A0A1U9X777_HUMAN;sp|O95870|ABHGA_HUMAN;tr|A0A0G2JJD3|A0A0G2JJD3_HUMAN	tr|A0A0G2JI89|A0A0G2JI89_HUMAN Protein ABHD16A (Fragment) OS=Homo sapiens OX=9606 GN=ABHD16A PE=1 SV=4;tr|A8K0A4|A8K0A4_HUMAN cDNA FLJ77631, highly similar to Homo sapiens HLA-B associated transcript 5 (BAT5), mRNA OS=Homo sapiens OX=9606 PE=2 SV=1;tr|A0A1	2.4045	874	NA	Protein ABHD16A (Fragment)	ABHD16A	A0A0G2JI89
sp|O95881|TXD12_HUMAN	sp|O95881|TXD12_HUMAN Thioredoxin domain-containing protein 12 OS=Homo sapiens OX=9606 GN=TXNDC12 PE=1 SV=1	15.199	875	NA	Thioredoxin domain-containing protein 12	TXNDC12	O95881
tr|K9J962|K9J962_HUMAN;sp|O95977|S1PR4_HUMAN	tr|K9J962|K9J962_HUMAN Sphingosine-1-phosphate receptor 4 variant OS=Homo sapiens OX=9606 PE=2 SV=1;sp|O95977|S1PR4_HUMAN Sphingosine 1-phosphate receptor 4 OS=Homo sapiens OX=9606 GN=S1PR4 PE=1 SV=1	-2	876	757;758;7343;7344	Sphingosine-1-phosphate receptor 4 variant	S1PR4	K9J962
sp|O95983|MBD3_HUMAN;tr|B3KMA8|B3KMA8_HUMAN;tr|K7EIE8|K7EIE8_HUMAN	sp|O95983|MBD3_HUMAN Methyl-CpG-binding domain protein 3 OS=Homo sapiens OX=9606 GN=MBD3 PE=1 SV=1;tr|B3KMA8|B3KMA8_HUMAN cDNA FLJ10612 fis, clone NT2RP2005358, highly similar to Methyl-CpG-binding domain protein 3 OS=Homo sapiens OX=9606 PE=2 SV=1;tr|K7EI	10.625	877	NA	Methyl-CpG-binding domain protein 3	MBD3	O95983
sp|O95989|NUDT3_HUMAN	sp|O95989|NUDT3_HUMAN Diphosphoinositol polyphosphate phosphohydrolase 1 OS=Homo sapiens OX=9606 GN=NUDT3 PE=1 SV=1	3.0816	878	NA	Diphosphoinositol polyphosphate phosphohydrolase 1	NUDT3	O95989
tr|A0A0C4DGQ0|A0A0C4DGQ0_HUMAN;tr|B5MDS5|B5MDS5_HUMAN;sp|O95996|APCL_HUMAN;tr|K7ERC5|K7ERC5_HUMAN;tr|K7EN62|K7EN62_HUMAN;tr|K7ELQ3|K7ELQ3_HUMAN	tr|A0A0C4DGQ0|A0A0C4DGQ0_HUMAN Adenomatous polyposis coli protein 2 (Fragment) OS=Homo sapiens OX=9606 GN=APC2 PE=1 SV=1;tr|B5MDS5|B5MDS5_HUMAN Adenomatous polyposis coli protein 2 (Fragment) OS=Homo sapiens OX=9606 GN=APC2 PE=1 SV=8;sp|O95996|APCL_HUMAN A	2.4671	879	7345;7346	Adenomatous polyposis coli protein 2 (Fragment)	APC2	A0A0C4DGQ0
tr|Q2VPE7|Q2VPE7_HUMAN;tr|O95211|O95211_HUMAN;tr|Q6IAL9|Q6IAL9_HUMAN;sp|Q9NZH5|PTTG2_HUMAN;sp|O95997|PTTG1_HUMAN	tr|Q2VPE7|Q2VPE7_HUMAN PTTG1 protein (Fragment) OS=Homo sapiens OX=9606 GN=PTTG1 PE=2 SV=1;tr|O95211|O95211_HUMAN Pituitary tumor transforming gene protein OS=Homo sapiens OX=9606 GN=PTTG PE=2 SV=1;tr|Q6IAL9|Q6IAL9_HUMAN PTTG1 protein OS=Homo sapiens OX=96	2.4564	880	759	PTTG1 protein (Fragment)	PTTG1	Q2VPE7
tr|A2TDT2|A2TDT2_HUMAN;tr|A0A087WWW9|A0A087WWW9_HUMAN;sp|O95999|BCL10_HUMAN	tr|A2TDT2|A2TDT2_HUMAN Mutant B-cell CLL/lymphoma 10 OS=Homo sapiens OX=9606 GN=BCL10 PE=2 SV=1;tr|A0A087WWW9|A0A087WWW9_HUMAN B-cell lymphoma/leukemia 10 OS=Homo sapiens OX=9606 GN=BCL10 PE=1 SV=2;sp|O95999|BCL10_HUMAN B-cell lymphoma/leukemia 10 OS=Homo	10.943	881	760;761;762	Mutant B-cell CLL/lymphoma 10	BCL10	A2TDT2
tr|A8K761|A8K761_HUMAN;sp|O96000|NDUBA_HUMAN;tr|H3BPJ9|H3BPJ9_HUMAN;tr|H3BV16|H3BV16_HUMAN	tr|A8K761|A8K761_HUMAN NADH dehydrogenase (Ubiquinone) 1 beta subcomplex, 10, 22kDa, isoform CRA_b OS=Homo sapiens OX=9606 GN=NDUFB10 PE=2 SV=1;sp|O96000|NDUBA_HUMAN NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10 OS=Homo sapiens OX=9606 GN=ND	22.899	882	NA	NADH dehydrogenase (Ubiquinone) 1 beta subcomplex, 10, 22kDa, isoform CRA_b	NDUFB10	A8K761
tr|A0A0S2Z3H2|A0A0S2Z3H2_HUMAN;sp|O96005|CLPT1_HUMAN;tr|A0A0S2Z3H6|A0A0S2Z3H6_HUMAN	tr|A0A0S2Z3H2|A0A0S2Z3H2_HUMAN Cleft lip and palate associated transmembrane protein 1 isoform 2 OS=Homo sapiens OX=9606 GN=CLPTM1 PE=2 SV=1;sp|O96005|CLPT1_HUMAN Cleft lip and palate transmembrane protein 1 OS=Homo sapiens OX=9606 GN=CLPTM1 PE=1 SV=1;tr|A	47.699	883	NA	Cleft lip and palate associated transmembrane protein 1 isoform 2	CLPTM1	A0A0S2Z3H2
tr|A0A024QZS1|A0A024QZS1_HUMAN;sp|O96007|MOC2B_HUMAN	tr|A0A024QZS1|A0A024QZS1_HUMAN Molybdopterin synthase catalytic subunit OS=Homo sapiens OX=9606 GN=MOCS2 PE=3 SV=1;sp|O96007|MOC2B_HUMAN Molybdopterin synthase catalytic subunit OS=Homo sapiens OX=9606 GN=MOCS2 PE=1 SV=1	4.366	884	763	Molybdopterin synthase catalytic subunit	MOCS2	A0A024QZS1
sp|O96008|TOM40_HUMAN;tr|K7EKG4|K7EKG4_HUMAN;tr|K7EJ57|K7EJ57_HUMAN	sp|O96008|TOM40_HUMAN Mitochondrial import receptor subunit TOM40 homolog OS=Homo sapiens OX=9606 GN=TOMM40 PE=1 SV=1;tr|K7EKG4|K7EKG4_HUMAN Mitochondrial import receptor subunit TOM40 homolog (Fragment) OS=Homo sapiens OX=9606 GN=TOMM40 PE=1 SV=1;tr|K7EJ5	70.842	885	NA	Mitochondrial import receptor subunit TOM40 homolog	TOMM40	O96008
tr|A0A024R4E7|A0A024R4E7_HUMAN;sp|O96011|PX11B_HUMAN;tr|B3KSS3|B3KSS3_HUMAN	tr|A0A024R4E7|A0A024R4E7_HUMAN Peroxisomal biogenesis factor 11B, isoform CRA_a OS=Homo sapiens OX=9606 GN=PEX11B PE=4 SV=1;sp|O96011|PX11B_HUMAN Peroxisomal membrane protein 11B OS=Homo sapiens OX=9606 GN=PEX11B PE=1 SV=1;tr|B3KSS3|B3KSS3_HUMAN cDNA FLJ36	11.086	886	NA	Peroxisomal biogenesis factor 11B, isoform CRA_a	PEX11B	A0A024R4E7
tr|A8K724|A8K724_HUMAN;tr|A0A024R0J1|A0A024R0J1_HUMAN;sp|O96013|PAK4_HUMAN;tr|M0R2X4|M0R2X4_HUMAN;tr|M0R1R1|M0R1R1_HUMAN;tr|B4DUG0|B4DUG0_HUMAN;tr|B4E3B5|B4E3B5_HUMAN;tr|B4DE88|B4DE88_HUMAN;tr|A0A024R0L8|A0A024R0L8_HUMAN	tr|A8K724|A8K724_HUMAN Non-specific serine/threonine protein kinase OS=Homo sapiens OX=9606 PE=2 SV=1;tr|A0A024R0J1|A0A024R0J1_HUMAN Non-specific serine/threonine protein kinase OS=Homo sapiens OX=9606 GN=PAK4 PE=4 SV=1;sp|O96013|PAK4_HUMAN Serine/threonin	2.7688	887	764;8880	Non-specific serine/threonine protein kinase	PAK4	A8K724
tr|Q53FS0|Q53FS0_HUMAN;sp|O96019|ACL6A_HUMAN;tr|Q6FI97|Q6FI97_HUMAN;tr|D3DNS0|D3DNS0_HUMAN	tr|Q53FS0|Q53FS0_HUMAN Actin-like 6A isoform 1 variant (Fragment) OS=Homo sapiens OX=9606 PE=2 SV=1;sp|O96019|ACL6A_HUMAN Actin-like protein 6A OS=Homo sapiens OX=9606 GN=ACTL6A PE=1 SV=1;tr|Q6FI97|Q6FI97_HUMAN BAF53A protein OS=Homo sapiens OX=9606 GN=BAF	48.452	888	765	Actin-like 6A isoform 1 variant (Fragment)	ACTL6A	Q53FS0
tr|A0A384ME44|A0A384ME44_HUMAN;sp|P00167|CYB5_HUMAN;tr|Q59F44|Q59F44_HUMAN	tr|A0A384ME44|A0A384ME44_HUMAN Epididymis secretory sperm binding protein OS=Homo sapiens OX=9606 PE=2 SV=1;sp|P00167|CYB5_HUMAN Cytochrome b5 OS=Homo sapiens OX=9606 GN=CYB5A PE=1 SV=2;tr|Q59F44|Q59F44_HUMAN Cytochrome b-5 isoform 1 variant (Fragment) OS=	38.049	889	NA	Epididymis secretory sperm binding protein	CYB5A	A0A384ME44
sp|P00338|LDHA_HUMAN;tr|V9HWB9|V9HWB9_HUMAN;tr|B4DJI1|B4DJI1_HUMAN	sp|P00338|LDHA_HUMAN L-lactate dehydrogenase A chain OS=Homo sapiens OX=9606 GN=LDHA PE=1 SV=2;tr|V9HWB9|V9HWB9_HUMAN L-lactate dehydrogenase OS=Homo sapiens OX=9606 GN=HEL-S-133P PE=2 SV=1;tr|B4DJI1|B4DJI1_HUMAN cDNA FLJ52549, highly similar to L-lactate	140.26	890	766;7347	L-lactate dehydrogenase A chain	LDHA	P00338
tr|B4DMF5|B4DMF5_HUMAN;tr|Q53GW3|Q53GW3_HUMAN;tr|E9KL48|E9KL48_HUMAN;sp|P00367|DHE3_HUMAN;tr|B4E0N9|B4E0N9_HUMAN;tr|B4DMG8|B4DMG8_HUMAN;tr|B3KT18|B3KT18_HUMAN;tr|A0A140VK14|A0A140VK14_HUMAN;sp|P49448|DHE4_HUMAN;tr|Q59FQ4|Q59FQ4_HUMAN	tr|B4DMF5|B4DMF5_HUMAN Glutamate dehydrogenase OS=Homo sapiens OX=9606 PE=2 SV=1;tr|Q53GW3|Q53GW3_HUMAN Glutamate dehydrogenase 1 variant (Fragment) OS=Homo sapiens OX=9606 PE=2 SV=1;tr|E9KL48|E9KL48_HUMAN Epididymis secretory sperm binding protein OS=Homo	163.8	891	NA	Glutamate dehydrogenase	NA	B4DMF5
tr|B0YJ76|B0YJ76_HUMAN;sp|P00374|DYR_HUMAN;tr|A0A024RAQ3|A0A024RAQ3_HUMAN;tr|B4DM58|B4DM58_HUMAN	tr|B0YJ76|B0YJ76_HUMAN Dihydrofolate reductase OS=Homo sapiens OX=9606 GN=DYR PE=2 SV=1;sp|P00374|DYR_HUMAN Dihydrofolate reductase OS=Homo sapiens OX=9606 GN=DHFR PE=1 SV=2;tr|A0A024RAQ3|A0A024RAQ3_HUMAN Dihydrofolate reductase, isoform CRA_a OS=Homo sapi	51.565	892	NA	Dihydrofolate reductase	DYR	B0YJ76
tr|A0A024R4X0|A0A024R4X0_HUMAN;sp|P00387|NB5R3_HUMAN;tr|Q6ZVI6|Q6ZVI6_HUMAN;tr|B1AHF3|B1AHF3_HUMAN	tr|A0A024R4X0|A0A024R4X0_HUMAN NADH-cytochrome b5 reductase OS=Homo sapiens OX=9606 GN=CYB5R3 PE=3 SV=1;sp|P00387|NB5R3_HUMAN NADH-cytochrome b5 reductase 3 OS=Homo sapiens OX=9606 GN=CYB5R3 PE=1 SV=3;tr|Q6ZVI6|Q6ZVI6_HUMAN NADH-cytochrome b5 reductase OS=	35.041	893	NA	NADH-cytochrome b5 reductase	CYB5R3	A0A024R4X0
tr|V9HW90|V9HW90_HUMAN;sp|P00390|GSHR_HUMAN	tr|V9HW90|V9HW90_HUMAN Glutathione reductase OS=Homo sapiens OX=9606 GN=HEL-75 PE=2 SV=1;sp|P00390|GSHR_HUMAN Glutathione reductase, mitochondrial OS=Homo sapiens OX=9606 GN=GSR PE=1 SV=2	51.395	894	NA	Glutathione reductase	HEL-75	V9HW90
